,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_shape_descriptor_function,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,39.04209804534912,1.2584259322601754,16.535361337661744,0.06421764734402918,raw,{'shape_descriptor_function': 'raw'},0.786159169550173,0.7696856520385932,0.754046967624259,0.6985465080134781,0.6655773420479303,0.7348031278548867,0.04545615642356744,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,39.73484854698181,1.2954812721872815,10.803690004348756,0.04201628474901404,paa,{'shape_descriptor_function': 'paa'},0.7386389850057671,0.7696856520385932,0.8745989304812833,0.757685790365529,0.751131221719457,0.7783481159221259,0.049160479430968566,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
