,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_averaging_method,param_init_algorithm,param_metric,param_n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,method,window_size,model_type,gridsearch_hash,param_feature_selection,param_shape_descriptor_function
8,0.2412342548370361,0.0028640202692456,0.0022754669189453,7.998067421291438e-05,mean,kmeans++,euclidean,2.0,"{'averaging_method': 'mean', 'init_algorithm': 'kmeans++', 'metric': 'euclidean', 'n_clusters': 2}",0.873026034997866,0.8184271868482396,0.8883403361344537,0.9246187363834422,0.8703402309540417,0.8749505050636085,0.0342521955296924,1,0.8752425220840248,0.8844408828098874,0.8580583812757294,0.8625164502271995,0.8758939315090105,0.8712304335811704,0.0096103850467374,ai,300,TimeSeriesKMeans,cb762cccb4,,
2,137.59455380439758,3.319460167506649,3.799570655822754,0.4768630785195532,,,,,{'feature_selection': 'chi2'},0.924812030075188,0.8668081343943412,0.9031227305737112,0.8466197289726702,0.8315471577090627,0.8745819563449946,0.0347331209697385,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,concat,300,BOSSEnsemble,e52c627f3a,chi2,
5,17.434258222579956,0.2457256742173406,0.0587461471557617,0.0016629618497552,,forgy,dtw,2.0,"{'init_algorithm': 'forgy', 'metric': 'dtw', 'n_clusters': 2}",0.7488038277511961,0.8492030492030492,0.9430103642779736,0.8703402309540417,0.9430103642779736,0.8708735672928469,0.0718029972525434,1,0.8707565038012481,0.9041241685144126,0.8663938834239343,0.8399965613767387,0.8619499432606229,0.8686442120753913,0.0206584326114346,difference,300,TimeSeriesKMedoids,c42fbe82af,,
10,78.81998267173768,0.2336712672722429,0.8169138431549072,0.0713095029599811,,,,,{'feature_selection': 'none'},0.8534136546184737,0.8461538461538461,0.7647058823529411,0.9246187363834422,0.9031227305737112,0.8584029700164827,0.0553867551676969,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ai,300,BOSSEnsemble,e52c627f3a,none,
7,18.964151859283447,0.2241415477273146,8.12401442527771,0.0491420341336177,,,,,{'shape_descriptor_function': 'raw'},0.890625,0.886902286902287,0.7386389850057671,0.8823529411764706,0.8883403361344537,0.8573719098437957,0.0594279630613573,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,difference,300,ShapeDTW,e8df20c70e,,raw
6,81.09141254425049,1.8381776111791432,1.200409746170044,0.3890170482487451,,,,,{'feature_selection': 'none'},0.924812030075188,0.8422090729783037,0.7868700072621642,0.8082746612158379,0.9233098644863352,0.8570951272035657,0.0574570628354625,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,difference,300,BOSSEnsemble,e52c627f3a,none,
4,0.3926942825317382,0.0099818557800694,0.0026187419891357,0.0001373310386997,mean,kmeans++,euclidean,2.0,"{'averaging_method': 'mean', 'init_algorithm': 'kmeans++', 'metric': 'euclidean', 'n_clusters': 2}",0.90830755634114,0.8003944773175543,0.906415087616146,0.8332945826551964,0.8332945826551964,0.8563412573170467,0.0433594864668262,1,0.8478265582655826,0.8793307269088787,0.8486262505890279,0.8711532803765814,0.8711532803765814,0.8636180193033303,0.0129195423299078,difference,300,TimeSeriesKMeans,cb762cccb4,,
9,16.97184796333313,0.3867634800184082,0.0587080478668212,0.0014860912179861,,forgy,dtw,2.0,"{'init_algorithm': 'forgy', 'metric': 'dtw', 'n_clusters': 2}",0.8716305788775961,0.8691321934804037,0.7975584263556169,0.8883403361344537,0.7430985552115583,0.8339520180119259,0.0551257708509588,1,0.8556722704758,0.8345040439372596,0.81303152039789,0.7996074105999138,0.8656758094303107,0.8336982109682349,0.0248811986459689,ai,300,TimeSeriesKMedoids,c42fbe82af,,
3,39.26887502670288,0.4225408235235089,11.097000312805177,0.2221878553996567,,,,,{'shape_descriptor_function': 'paa'},0.8191214470284238,0.7462050144976973,0.7984632026558246,0.8079676314970433,0.7984632026558246,0.7940440996669627,0.0251012872243445,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,concat,300,ShapeDTW,e8df20c70e,,paa
11,19.35935001373291,0.1257546470338597,5.829481410980224,0.1064288582604789,,,,,{'shape_descriptor_function': 'paa'},0.7428571428571428,0.7185450208706021,0.7088912927250798,0.7188640973630832,0.8386123680241326,0.745553984368008,0.0478604698239988,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ai,300,ShapeDTW,e8df20c70e,,paa
1,76.63356447219849,2.781743837903198,0.6413040637969971,0.0205700078930472,,random,dtw,2.0,"{'init_algorithm': 'random', 'metric': 'dtw', 'n_clusters': 2}",0.859098228663446,0.5769230769230769,0.574533427828963,0.5962977296181631,0.8253467240554758,0.686439837417825,0.1278660300140668,1,0.7840432981852379,0.6586971156335767,0.5938582785511376,0.6673346414138417,0.8406279320896869,0.7089122531746961,0.0899792964087865,concat,300,TimeSeriesKMedoids,c42fbe82af,,
0,2211.5858420848845,1157.8767464364016,0.7886127471923828,0.0807830392057806,mean,forgy,dtw,2.0,"{'averaging_method': 'mean', 'init_algorithm': 'forgy', 'metric': 'dtw', 'n_clusters': 2}",0.6857142857142857,0.6247266944941364,0.6362634941617096,0.7019098548510314,0.6506934481109518,0.6598615554664231,0.0293659812973133,1,0.6265888010992785,0.7026700643125835,0.6366768144208463,0.6429211851094835,0.6306906164852931,0.647909496285497,0.0279314806829422,concat,300,TimeSeriesKMeans,cb762cccb4,,
