,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_averaging_method,param_init_algorithm,param_metric,param_n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,method,window_size,model_type,gridsearch_hash,param_feature_selection,param_shape_descriptor_function
8,0.6199986934661865,0.0549615662422075,0.0037628650665283,0.0002147291278008,mean,kmeans++,euclidean,2.0,"{'averaging_method': 'mean', 'init_algorithm': 'kmeans++', 'metric': 'euclidean', 'n_clusters': 2}",0.8537815126050421,0.905017273796623,0.9430103642779736,0.906415087616146,0.905099562894609,0.9026647602380788,0.0284354258064085,1,0.9103173649611233,0.8971994772478852,0.8702090052096254,0.9013859538769252,0.8885511651469097,0.8935325932884938,0.013606279857539,ai,300,TimeSeriesKMeans,cb762cccb4,,
2,150.21020965576173,1.3823180095154768,3.827440881729126,0.3975700293463879,,,,,{'feature_selection': 'chi2'},0.9004499983813008,0.940381970970206,0.8974284265164514,0.8082746612158379,0.9586946386946386,0.901045939155687,0.0519435222354809,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,concat,300,BOSSEnsemble,e52c627f3a,chi2,
5,22.07342987060547,2.1436928242110813,0.0737071990966796,0.0113618806241407,,forgy,dtw,2.0,"{'init_algorithm': 'forgy', 'metric': 'dtw', 'n_clusters': 2}",0.8698769068326433,0.7962489343563512,0.9418736383442264,0.9616549322431676,0.9234920634920634,0.8986292950536905,0.05961358823141,1,0.9096035193007326,0.8926885592551725,0.8915983723285955,0.8866655342279599,0.8960793575814832,0.8953270685387886,0.007749452476753,difference,300,TimeSeriesKMedoids,c42fbe82af,,
7,31.07533688545227,0.5658181893221574,9.144733715057374,0.5184849481472156,,,,,{'shape_descriptor_function': 'paa'},0.9215686274509804,0.8849647967295027,0.8492374727668845,0.8670241833152721,0.846984126984127,0.8739558414493533,0.0274761478493655,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,difference,300,ShapeDTW,e8df20c70e,,paa
4,0.4772219657897949,0.0433599479254638,0.0027710914611816,0.0001280815496235,mean,kmeans++,euclidean,2.0,"{'averaging_method': 'mean', 'init_algorithm': 'kmeans++', 'metric': 'euclidean', 'n_clusters': 2}",0.8892156862745099,0.8154555940023069,0.9418736383442264,0.8689811226626044,0.8491428571428571,0.872933779685301,0.0421975779315845,1,0.8730041118755851,0.8691629710427631,0.8602297047377869,0.8915983723285955,0.883016096985055,0.8754022513939571,0.0109102781128488,difference,300,TimeSeriesKMeans,cb762cccb4,,
9,19.49708814620972,0.3917716545000534,0.0660124778747558,0.0024919944183471,,random,dtw,2.0,"{'init_algorithm': 'random', 'metric': 'dtw', 'n_clusters': 2}",0.905446623093682,0.8315471577090627,0.8343659852000501,0.8670241833152721,0.8868571428571428,0.865048218435042,0.0288973536043431,1,0.8675888044678225,0.8736366421896862,0.8427352257936965,0.834308895972182,0.8598532614926058,0.8556245659831985,0.0148724754902189,ai,300,TimeSeriesKMedoids,c42fbe82af,,
3,42.07507581710816,0.4232172576505809,12.820834684371947,0.1687434591833971,,,,,{'shape_descriptor_function': 'paa'},0.8225957049486461,0.8432491576211968,0.8690100430416069,0.8432491576211968,0.8370800850460666,0.8430368296557427,0.0150201222734932,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,concat,300,ShapeDTW,e8df20c70e,,paa
6,98.68872323036194,1.374732001173969,1.1551372528076171,0.277603024179468,,,,,{'feature_selection': 'none'},0.8141923436041082,0.8431372549019608,0.860891265597148,0.9215686274509804,0.7739837398373984,0.8427546462783191,0.0491649665609948,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,difference,300,BOSSEnsemble,e52c627f3a,none,
10,93.95516815185547,1.6278892347952072,1.6533830165863037,0.5330058331076681,,,,,{'feature_selection': 'none'},0.8312769010043041,0.8466197289726702,0.7982654600301661,0.8933153508316906,0.8105605786618443,0.8360076039001351,0.033139689570648,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ai,300,BOSSEnsemble,e52c627f3a,none,
11,20.94232244491577,0.2614959901192804,6.357204580307007,0.1023965102236702,,,,,{'shape_descriptor_function': 'paa'},0.7782446311858077,0.7386389850057671,0.7816834050693449,0.7236227824463118,0.7739837398373984,0.759234708708926,0.0235594913658114,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,ai,300,ShapeDTW,e8df20c70e,,paa
1,0.7257091045379639,0.1412580521204788,0.0060664176940917,0.0033648113270723,,forgy,euclidean,2.0,"{'init_algorithm': 'forgy', 'metric': 'euclidean', 'n_clusters': 2}",0.5409840446855707,0.5320754380807298,0.7063983488132095,0.6440087145969499,0.7737142857142857,0.6394361663781492,0.0935463539133961,1,0.5743902074936558,0.6015716631480178,0.551066025428844,0.5687055784091005,0.7482194177183557,0.6087905784395947,0.0715748988536671,concat,300,TimeSeriesKMedoids,c42fbe82af,,
0,686.4465706825256,681.2353852467041,1.0686058521270752,0.2415325493940965,mean,forgy,dtw,2.0,"{'averaging_method': 'mean', 'init_algorithm': 'forgy', 'metric': 'dtw', 'n_clusters': 2}",0.6818120351588911,0.5690631808278866,0.7022408963585435,0.6329979360165118,0.5891176470588235,0.6350463390841312,0.0513216459915554,1,0.6722798530027446,0.6598134834501725,0.701020256353327,0.5653288028963143,0.7110400898611966,0.6618964971127511,0.05173631961606,concat,300,TimeSeriesKMeans,cb762cccb4,,
