,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_selection,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,65.24061074256898,0.7481830134448445,1.0504496097564697,0.1377945269963763,chi2,{'feature_selection': 'chi2'},0.8403117326785524,0.7623268698060943,0.6538952745849298,0.7555292726197516,0.6804659871021428,0.7385058273582942,0.06595339385887729,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,88.07144193649292,0.6862004181255709,1.3154591560363769,0.2525973789235351,none,{'feature_selection': 'none'},0.8805009155886347,0.8632283048759022,0.8623234916559692,0.8165007112375533,0.8947368421052632,0.8634580530926644,0.026363435937471168,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
