,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_selection,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,162.42754340171814,3.3301579039173337,4.9694538593292235,1.3618473317352253,chi2,{'feature_selection': 'chi2'},0.8670241833152721,0.8643718228031955,0.8315471577090627,0.8340874811463046,0.9230936819172113,0.8640248653782093,0.03301299697074428,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,208.7802345752716,4.01097522514564,2.604713201522827,0.6004534451770905,none,{'feature_selection': 'none'},0.8466197289726702,0.8563997971230318,0.8492374727668845,0.8340874811463046,0.8793760419147417,0.8531441043847264,0.01496461303309246,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
